Date;Time;Location;Operator;Starting point;Route;Type;Aboard;Fatalities;Summary;Loc_Latitude;Loc_Longitude;Start_Latitude;Start_Longitude;Temp_Max;Temp_Min;Precipitation;Wind_Max;Cloud_Cover;Pressure;General_Conditions
1951-06-06;;Rio de Janeiro, Brazil;Lineas Aéreas Trans. Brasileira;;;Douglas DC-3D;19;2;Crashed into high ground while on a VFR apporach in IFR conditions. The pilot attempted a descent over an area where the minimum safe altitude was 1,200 ft.;-22,9110137;-43,2093727;;;28;15,3;0;12,5;55;1016,9;Mostly Cloudy
1951-06-15;;Medellin, Colombia;Sociedad Aeronautica Medellin;;;Douglas C-47A;3;3;Cargo plane.;6,2697325;-75,6025597;;;22,8;14,6;4,7;6,1;100;838,7;"Rain; Overcast"
1951-06-22;03:25:00;Near Sanoyea, Liberia;Pan American World Airways;Johannesburg ;Johannesburg - Accra - Monrovia - New York;Lockheed 049 Constellation;40;40;The plane crashed into a hill at 1000 ft. in a level descending attitude, 54 miles from the airport. The pilot descended below en route minimum altitude without knowing the aircraft's position. The aircraft was named Clipper Great Republic.;6,975746;-9,9825246;-26,205;28,049722;27,9;21,5;8;10,2;91;991,7;"Rain; Overcast"
1951-06-29;;Near Rijeka, Yugoslavia;JAT Yugoslav Airlines;Rejeka and Zagreb;Rejeka and Zagreb;Junkers 52/3m;14;14;Crashed en route.;45,3267976;14,442208;45,8130967;15,9772795;24,1;18;2,4;7,9;70;1015,8;"Rain; Mostly Cloudy"
1951-06-30;02:00:00;Rocky Mountain Nat. Park, near Ft. Collins, Colorado;United Air Lines;Salt Lake City ;Salt Lake City - Denver;Douglas DC-6B;50;50;En route from San Francisco to Denver after passing the Cheyenne radio range the aircraft turned south in the wrong heading. Flying in darkness, the aircraft continued on this course until it hit Crystal Mountain. The captain may have depressed the wrong control switch or may have turned his ADF in such a way that it was affected by the radio range station at Fort Bridger, WY. Officially, the flight for reasons undetermined, failed to follow the prescribed route to Denver and continued beyond the boundary of the airway on a course which resulted in the aircraft striking mountainous terrain.;14,7552076;121,0119703;40,7596198;-111,886797;27,6;23,9;16,9;24,1;93;1005,2;"Heavy Rain; Overcast"
1951-12-07;;Near Tezpur, India;Indamer;;;Douglas C-47B;3;3;Cargo plane.;26,6169571;92,7650072;;;25;13,5;0;8,6;2;1006,4;Clear
1951-12-07;;Aracaju, Brazil;Loide Aereo Nacional;Maceio ;Maceio - Aracaju;Douglas DC-3;33;33;Crashed during a landing attempt in adverse weather conditions under VFR and hit high ground. The pilot attempted a visual approach and made a turn at low altitude in adverse weather conditions.;-10,9162061;-37,0774655;-9,6476843;-35,7339264;29;24;0,5;17,7;22;1012,2;"Rain; Partly Cloudy"
1951-11-13;;Puy-de-Dôme, France;Military - U. S. Air Force;Frankfort ;Frankfort - Bordeaux;Fairchild C-82 Packet;36;36;Flew into Mt. Dore.;45,7715343;3,0839934;50,1106444;8,6820917;8,7;5;10,4;19,5;87;958,4;"Heavy Rain; Overcast"
1951-12-07;22:45:00;Lyneham AFB, England;Military - Royal Air Force;;;Vickers Valetta C-1;10;10;One engine caught fire. The propellers of the working engine were feathered. The plane crashed.;52,5310214;-1,2649062;;;7,6;-1,1;0;30,8;41;1002,4;"Windy; Partly Cloudy"
1951-07-16;;Off Lae, New Guinea;Qantas;;;de Havilland DHA-3 Drover II;7;7;Crashed into the Huon Gulf after the center propeller failed.;-6,6698435;146,9967775;;;26,4;19,9;10,4;6,6;91;1005,5;"Heavy Rain; Overcast"
1951-07-20;;Thudamot, China;Air Outre-Mer;Pakse, Laos  ;Pakse, Laos  - Saigon, Vietnam;Douglas C-47A;3;3;Cargo plane.;35,000074;104,999927;15,1154053;105,8271566;26;14,4;5,5;11,8;51;800,8;"Rain; Mostly Cloudy"
1951-07-21;00:00:00;Near Sitka, Alaska;Canadian PacifiAir Lines;Vancouver ;Vancouver - Tokyo;Douglas C-54A;37;37;Disappeared with no trace over the PacifiOcean while flying from Vancouver to Tokyo. The last message was received while the aircraft was near Yakutat, Alaska with no reports of probems. Cause undetermined.;57,4086082;-135,4596206;49,2608724;-123,113952;13,3;9;17,9;20,7;100;945,8;"Heavy Rain; Overcast"
1951-07-24;;Gao, Mali;Sabena;;;Douglas DC-3;3;3;The failure of the right engine during takeoff. A rupture of the hydraulicircuit with oil projection in the cockpit would have increased maneuver difficulties by restricting visibility in the cockpit;16,2788129;-0,0412392;;;37,4;25,6;6,1;36,4;24;982,2;"Rain; Windy; Partly Cloudy"
1951-07-29;;Cochabamba, Bolivia;Loide Aéreo Nacional;Cochabamba ;Cochabamba - Rio de Janeiro;Curtiss C-46A;7;7;Crashed on takeoff.;-17,4012458;-66,1675681;-17,4012458;-66,1675681;20,4;7,6;0;10,1;6;753,4;Clear
1951-08-08;;Barilla Bay, Australia;Trans Australia Airlines;;;;2;2;Cargo plane. Loss of lateral control during a turn at low altitude soon after takeoff. The probable cause of the loss of lateral control was the presence of ice on the aircraft surface.;-42,8212941;147,4830623;;;8,2;4,9;4;31,4;82;977,4;"Rain; Windy; Overcast"
1951-11-08;09:25:00;Moisville, France;Air France;Training;Training;Douglas DC-3D;5;5;Abnormal flight maneuver made when the crew experienced difficulty in resuming normal flight on the two engines. Overspeed, reduction of pitch or difficulty in restarting the engine may have created a dangerous situation and caused the aircraft to stall in dissymmetrical flight, thus subjecting the airframe to stresses accompanied by buffeting which was either alternating or exceeded the design limits of the structure and caused the tail-plane to break off.;48,8395577;1,1652725;30,2029768;-81,7451249;12,4;9,5;7,2;21,7;76;970,4;"Rain; Mostly Cloudy"
1951-08-17;;Ubatuba, Brazil;REAL;;;Douglas DC-3;10;10;;-23,433162;-45,083415;;;18,2;14,8;1,4;12,9;88;1019,5;"Fog; Rain; Overcast"
1951-08-24;04:28:00;Decoto, California;United Air Lines;Boston ;Boston - Hartford - Cleveland - Chicago - Oakland;Douglas DC-6B;50;50;Cleared for an approach to Oakland Municipal Airport, the aircraft crashed 15 miles SSE of the airport into Tolman peak. Patches of fog obscured the terrain. The aircraft struck a hill at an elevation of about 1,000 ft. at 225 to 240 mph. Neither of its 2 low-frequency receivers were tuned to the Oakland station and the captain may have attempted to fly by visual reference using the ADF.  As a result, the flight was 3 miles off course and well below the minimum prescribed altitude. The failure of the captain to adhere to instrument procedures in the Newark area during an approach to the Oakland Municipal  Airport.;37,6025883;-122,0214108;42,3554334;-71,060511;27,3;14,8;0;16;52;1008,1;Mostly Cloudy
1951-08-09;;Sao Paulo, Brazil;VASP;;;Douglas DC-3;13;13;Crashed into a house shortly after taking off from Congonhas Airport.;-23,5506507;-46,6333824;;;20,4;10,6;0;8,3;22;934,1;Partly Cloudy
1951-12-09;10:46:00;Off Redwood City, California;United Air Lines;;;Boeing 377 Stratocruiser 10-34;3;3;The aircraft, with the No. 4 propeller feathered, stalled and dived into San Francisco Bay. An inadvertent stall at a low altitude from which recovery was not effected.;37,4863239;-122,232523;;;9,6;2,8;0;13,9;1;1028,5;Clear
1951-12-09;12:30:00;Off Ialas Baeares, Spain;Societe Alpes Provence;Perpignan ;Perpignan - Oran;Douglas DC-3;39;39;Crashed into the Mediterranean due to structural failure following loss of control in severe weather.;39,3260685;-4,8379791;42,6985304;2,8953121;9,7;3,9;0;6,1;79;965,8;Mostly Cloudy
1951-09-15;;Bangalore, India;Air India;Bangalore ;Bangalore - Trivandrum;Douglas C-47A-30-DK Dakota III;28;22;Lost control and crashed when attempting to take off. Attempted to take off  with the autopilot engaged.;12,9767936;77,590082;12,9767936;77,590082;32,2;19,4;5,2;10,1;92;911,2;"Rain; Overcast"
1951-09-29;;La Paz, Bolivia;Frigorifico Cooperativo Los Andes;;;Curtiss C-46D-15-CU;27;27;;-16,4955455;-68,1336229;;;14;2,7;4,1;9,8;62;667,7;"Rain; Mostly Cloudy"
1951-08-10;;Cerro Blanco, Mexico;Aero Transportes;Mexico City ;Mexico City - Villahermossa;Douglas DC-3;8;8;Flew into a mountain.;20,261111;-97,166667;19,4326296;-99,1331785;31,5;24,8;7,2;9,9;81;1004,1;"Rain; Overcast"
1951-10-15;;East Griqualand, South Africa;South African Airways;Port Elizabeth ;Port Elizabeth - Durbin;Douglas DC-3;17;17;Crashed into Mt. Ingeli.;-30,5465873;29,4145748;-33,9618598;25,6186731;27,4;4,3;1,4;17,9;88;865,1;"Rain; Overcast"
1951-10-15;;North Atlantic;Military - U.S. Air Force;Azores ;Azores - Westover AFB;Boeing C-97A Stratofreighter;12;12;Went missing en route.;13,581921;-38,320312;37,8085565;-25,4731374;26,1;25,1;0;8,7;16;1011,5;Clear
1951-10-17;18:55:00;Mt. Benson, BC, Canada;Queen Charlotte Airlines;Kildala ;Kildala - Vancouver;Consolidated PBY-5A Catalina;23;23;While flying VFR in adverse weather conditions, the pilot mistook Nanaimo for Vancouver.  The plane crashed into Mt. Benson, 20 miles west of Vancouver.;49,1494522;-124,0498441;54,0495906;-128,661873;3;-2,5;12,8;9,9;96;897,8;"Snow; Heavy Rain; Overcast"
1951-10-22;;Skopje, Yugoslavia;JAT Yugoslav Airlines;Belgrad ;Belgrad - Skopje;Douglas DC-3;12;12;Crashed while en route.;41,9961816;21,4319213;44,8153318;20,4456588;17;11,7;0,5;11,5;81;988,5;"Rain; Overcast"
1951-10-27;19:00:00;Near Flores, Guatemala;Military - Guatemalan Air Force;;;Douglas C-47;27;25;Crashed and burned in jungle 170 miles north northeast of Guatemala City.  It is theorized a passenger may have started a fire in the aircraft's cabin with a cigarette.;16,9298524;-89,8914817;;;26,9;21,9;3;6,7;83;999;"Rain; Overcast"
1951-05-11;09:29:00;Near Tucumcari, Arazona;Transocean Air Lines;Oakland ;Oakland - Albuquerque;Martin 202;29;1;Crashed while attempting to land at Albuquerque in marginal weather conditions. The captain's attempt to land during less than minimum visibility, rather than proceed to his alternate.  A military contract flight.;35,1719425;-103,72504;37,8044557;-122,271356;28,2;10,8;0,1;21,8;30;878,2;"Rain; Partly Cloudy"
1951-11-19;;Cairo, Egypt;Devlet Hava Yollari;Ankara ;Ankara - Cairo;Douglas DC-3;5;5;Crashed into a sand dune while attempting to land.;30,0443879;31,2357257;39,7160439;32,7059948;22,3;12,1;0;18,2;43;1015,2;Partly Cloudy
1951-11-21;;Calcutta, India;Deccan Airways;;;Douglas DC-3;17;16;The aircraft struck trees in fog during a missed approach 3 miles north of Dum Dum airport as the crew descended too low in poor visibility.;22,5726459;88,3638953;;;27,4;20,8;3,1;4,1;82;1009,8;"Rain; Overcast"
1951-11-24;;Zurich, Switzerland;El Al;Zurich ;Zurich - Rome;Douglas DC-4;7;6;The cargo plane crashed on approach.;47,3744489;8,5410422;47,3744489;8,5410422;10,2;5,2;10;16,5;79;963,2;"Heavy Rain; Mostly Cloudy"
1951-11-27;;San Luis Acatlan, Mexico;Lineas Aereas Unidas;;;DC-2-243;21;13;;16,8700854;-98,7222074;;;27,6;19,4;2,2;8,7;99;962,5;"Rain; Overcast"
1951-04-12;07:25:00;Denver, Colorado;United Air Lines;Training;Training;Douglas DC-3A;3;3;Stalled, entered a spin and crashed. An inadvertent spin at an altitude too low for recovery.;39,7392364;-104,984862;30,2029768;-81,7451249;4;-16,4;1;14,7;34;838,5;"Snow; Rain; Partly Cloudy"
1951-12-13;;Yaramunda, Papua New Guinea;Qantas;;;de Havilland DH-84;3;3;;-5,6816069;144,2489081;;;19;10,1;105,3;6,6;92;774,3;"Heavy Rain; Overcast"
1951-12-16;15:09:00;Elizabeth, New Jersey;Miami Airlines;Fort Smith ;Fort Smith - Newark;Curtiss Wright C-46F;56;56;Shortly after taking off from Newark Airport the control tower noticed smoke emanating from the right engine.  Minutes later the aircraft gradually descended, its left wing dropped and the aircraft struck the roof of a vacant building. Hold-down studs in the number 10 cylinder of the right engine failed due to fatigue. Fire erupted at the base of the failed cylinder. Extension of the landing gear and loss of the right engine led to the aircraft stalling at the height of about 200 ft. The aircraft was also overloaded by 117 pounds. A stall with the landing gear extended following a serious loss of power from the right engine. This loss of power was caused by the failure of the hold-down studs of the No. 10 cylinder, precipitating a fire in flight which became uncontrollable.;40,6639916;-74,2107006;35,3880338;-94,4265011;-4,7;-10,6;0;20,7;20;1023;Partly Cloudy
1951-12-23;;Tehran, Iran;Misrair;;;SNCASE Languedoc;22;22;Crashed at Mehrabad airport during a third landing attempt.;35,6892523;51,3896004;;;3,6;-10,7;7,6;13,9;38;877,7;"Snow; Rain; Partly Cloudy"
1951-12-29;22:25:00;Near Little Valley, New York;Continental Charters;Pittsburgh ;Pittsburgh - Buffalo;Curtiss C-46A-50-CU;40;26;Proceding at a low altitude to maintain reference with the ground, the plane drifted off course and crashed into a hill 15 miles east of the direct route. Flying VFR under IFR condtions. The captain's poor judgement in attempting a flight by visual reference during instrument weather conditions.;42,252563;-78,80559;40,4416941;-79,9900861;3,2;-4,2;2,5;21,6;89;956;"Snow; Rain; Overcast"
1951-12-30;22:07:00;Near Fairbanks, Alaska;Transocean Air Lines;Umiat ;Umiat - Fairbanks;Curtiss C 46F-CU;4;4;The flight made an authorized left turn while outbound on the east leg of the Fairbanks radio range and subsequently struck Chena Dome, northeast of the station while on a westerly heading. The failure of the pilot to follow procedures and utilize properly the radio facilities for approach and letdown at Fairbanks with the result that the flight became lost.;64,837845;-147,716675;69,3669444;-152,1441667;-3,2;-18,3;5,2;20;95;992,6;"Snow; Rain; Overcast"
1951-12-30;15:40:00;Near Phoenix, Arizona;Military - U.S. Air Force;New York ;New York - Williams AFB;Douglas C-47D;28;28;Crashed into a mountainside at an altitude of 7,000 ft. while en route.;33,4484367;-112,074141;40,7127281;-74,0060152;16,4;11,1;9,3;20,9;100;968,4;"Rain; Overcast"
1951-12-31;;Calcutta, India;Kalinga Airlines;;;Douglas C-47A;3;3;The cargo plane crashed on takeoff.;22,5726459;88,3638953;;;25,5;17;0,3;9,9;28;1012,2;"Rain; Partly Cloudy"
1952-02-01;;Andapa, Madagascar;Air France;;;Junkers JU-52/3m;11;6;;-14,6622706;49,6517827;;;27,2;21;19,7;5,2;81;957,4;"Heavy Rain; Overcast"
1952-10-01;19:15:00;Com Edno, Wales;Aer Lingus;Northolt ;Northolt - Dublin;Douglas DC-3;23;23;The aircraft lost control in severe turbulence and downdrafts and crashed in a soft peat bog 1 mile east of Llyn Gwynant.  The encountering of strong down-currents of air on the lee side of Snowdon which forced the aircraft down into an area of strong turbulence where control was lost.;52,2928116;-3,73893;51,5484582;-0,3695247;8,2;6,5;2,9;25,3;100;956,2;"Rain; Overcast"
1952-01-19;01:38:00;Off Sandspit, BC, Canada;Northwest Orient Airlines;Tokyo ;Tokyo - Elmendorf AFB;Douglas DC-4;43;36;The crew chose to divert to Sandpit after the No. 1 engine was shut down. The aircraft crashed into the PacifiOcean one mile offshore after overshooting the runway during the emergency landing. A nose gear retraction difficulty in connection with an icing condition or a power loss, which made the aircraft incapable of maintaining flight. Most of the fatalities were from exposure to the frigid water.;53,2435323;-131,8281487;35,6768601;139,7638947;2,2;0,9;0;18,3;74;995,3;Mostly Cloudy
1952-01-22;15:43:00;Elizabeth, New Jersey;American Airlines;Buffalo ;Buffalo - Newark;Convair CV-240-0;23;23;The aircraft crashed into an apartment house during its approach, 3 miles short and right of the runway.  The plane crashed while level laterally but in a steep descending attitude.  Most likely cause was carburetor icing. Official cause unknown.;40,6639916;-74,2107006;42,8867166;-78,8783922;7,3;-4,9;8,1;26,7;81;1023,7;"Snow; Rain; Overcast"
1952-04-02;;Kikwit, Belgian Congo;Sabena;;;Douglas DC-3;15;15;In-flight failure of a propeller which damaged control cables causing loss of control of the aircraft. The control cables in the fuselage were sheared by the right propeller which broke loose following a shaft failure caused by the sudden stopping of the engine caused by fatigue failure of No. 6 piston lug.;-5,0383083;18,8178447;;;31,2;20,8;1,6;5,8;88;960,3;"Fog; Rain; Overcast"
1952-07-02;;Kaneko, Japan;Military - U.S. Air Force;;;Boeing B-29;17;17;Hit power lines and crashed into houses. Seventeen killed including civilians.;35,8110878;139,3286556;;;27;20,1;47,9;14,8;100;979,1;"Heavy Rain; Overcast"
1952-11-02;00:20:00;Elizabeth, New Jersey;National Airlines;;;Douglas DC-6;63;29;The aircraft crashed into an apartment complex shortly after taking off. The last message from the pilot was 'I've lost an engine and am returning to field.'   Reversal in flight of No. 3 propeller and subsequent feathering of No. 4 propeller at too low an altitude to effect a recovery.;40,6639916;-74,2107006;;;20,8;6,2;0;11,1;51;1022,2;Mostly Cloudy
1953-07-01;20:55:00;Issaquah, Washington;Flying Tiger Line;San Francisco ;San Francisco - Seattle;Douglas C-54B-10-DO;7;7;The plane trees and high ground while on approach. The flight's deviation from the established approach procedure.;47,5348778;-122,043297;37,7932754;-122,3963589;22,3;8,9;0;7,3;15;1015,6;Clear
1952-02-16;17:34:00;Near Burgio, Italy;Hunting Air Travel;Nice ;Nice - Malta;Vickers 614 Viking 1;31;31;Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.;37,599442;13,29015;43,7009358;7,2683912;8,3;5,5;12,2;29,4;66;971,7;"Heavy Rain; Mostly Cloudy"
1952-02-19;;Near Yaounde, Cameroon;STAAP;;;Consolidated  32 Liberator II;9;9;;3,8689867;11,5213344;;;29,8;20,8;0,8;11,8;69;930,4;"Rain; Mostly Cloudy"
1952-02-19;02:23:00;Nagpur, India;Deccan Airways;;;Douglas DC-3;16;3;Banked left and struck trees 2,000 ft. short of the runway. Pilot error. The pilot misjudged the approach, undershot and hit the tops trees. A contributing factor was the setting of the pilot's altimeter to QNH, rather than the customary QFE during the final approach.;21,1498134;79,0820556;;;30;16,6;0;13,1;51;973,1;Mostly Cloudy
1952-02-28;;Uberlandia,  Brazil;Panair do Brasil;Rio de Janeiro ;Rio de Janeiro - Guiana;Douglas DC-3A;8;8;The right wing struck trees after attempting a go-around. Pilot error.;-18,9188041;-48,2767837;-22,9110137;-43,2093727;26,9;18,6;22,4;10,8;98;915,5;"Heavy Rain; Overcast"
1952-03-03;08:10:00;Nice, France;Air France;Nice ;Nice - Paris;SNCASE Languedoc;38;38;After taking off, the plane was observed turning to the left until it turned on its back and crashed. Malfunction of ailerons. The gear chain of the co-pilot's control column slipped off the sprocket and jammed the aileron controls.;43,7009358;7,2683912;43,7009358;7,2683912;11,6;7,5;0,9;7,7;93;1014,8;"Fog; Rain; Overcast"
1952-10-03;;Cebu, Philippines;Philippine Air Lines;;;Douglas C-47A-35-DL;3;3;The cargo plane lost altitude and crashed into a house.;10,47;123,83;;;24,5;20,4;9,5;8,4;96;917,2;"Rain; Overcast"
1952-12-03;;Near Sequin, Texas;Military - U.S. Air Force / U.S. Air Force;Training;Training;Boeing B-29 / Boeing B-29;15;15;While on a training mission and flying blind on instruments the planes collided. One plane struck the ground and disintegrated. The other glided down several miles away, exploded and burned. Both planes crashed on ranches several miles apart about 18 miles from San Antonio . Six killed on one plane and seven on the other.;27,6020886;-99,483261;30,2029768;-81,7451249;24,5;17,4;0,2;17,1;74;993,6;"Rain; Mostly Cloudy"
1952-03-22;;Near Gaspe, Quebec, Canada;Maritime Central Airways;St. Johns ;St. Johns - Goose Bay;Douglas C-47-DL;4;4;The cargo plane disappeared en route. Found 5 months later.;48,6146774;-66,0665726;17,1184569;-61,8448509;2,3;-2,3;3;14,9;96;948;"Snow; Rain; Overcast"
1952-03-22;10:45:00;Frankfurt, Germany;KLM Royal Dutch Airlines;Rome ;Rome - Frankfort;Douglas DC-6;47;44;Crashed and burst into flames two miles short of the runway in rain and fog during the approach. Cause unknown. The aircraft was named 'Koningin Juliana.';50,1106444;8,6820917;41,8933203;12,4829321;11,4;1,7;9,2;22,6;87;995,6;"Rain; Overcast"
1952-03-24;03:10:00;Gao, French West Africa;Société Aérienne de Tr. Tropicaux;;;Lockheed 18 Lodestar;21;17;Crashed after taking off. Pilot failed to maintain altitude after taking off for reasons unknown. May have been pilot fatigue.;16,2788129;-0,0412392;;;35,8;17,9;0;21,5;0;981,1;Clear
1952-03-26;;Moscow, Russia;Aeroflot;;;;70;70;The plane overshot the runway and collided with a military aircraft killing at least 70 people.;55,625578;37,6063916;;;-7,4;-16;0;14,2;60;979,6;Mostly Cloudy
1952-03-29;;Near San Felipe, Venezuela;TACA;;;Douglas DC-3;12;12;Crashed into the summit on Cerro Grande Mountain.;10,3394796;-68,7417033;;;32,3;21,7;1,8;12,5;85;980,4;"Rain; Overcast"
1952-03-30;;Baguio, Philippines;Philippine Air Lines;;;Douglas DC-3;29;10;Crashed during takeoff.;16,4119905;120,5933719;;;23,7;13,8;1,2;3,1;57;859,6;"Rain; Mostly Cloudy"
1952-05-04;08:25:00;New York, New York;US Airlines;;;Curtiss C-46F-1-CU;2;2;Violent engine surges and turbulence during a missed ILS approach caused the crew to loose control of the aircraft and crash at 171st St. and 89th Ave. in Queens. The no.1 engine fuel feed valve diaphragm  failed due to deterioration.;40,7127281;-74,0060152;;;20,7;4,2;0;23,9;17;1007,2;Clear
1952-09-04;08:07:00;Mihara Volcano, Japan;Japan Air Lines;Tokyo ;Tokyo - Osaka;Martin 202;37;37;On an early morning flight, under instrument conditions, the crew flew the route segment from Tokyo to Oshima Island 1,000 ft. below the minimum instrument altitude.  At Oshima Island the aircraft crashed into the side of Mihara volcano.;34,7269449;139,3945435;35,6768601;139,7638947;22,7;22,1;0;43,6;3;934,4;"Windy; Clear"
1952-10-04;;Agartala, India;Kalinga Airlines;;;Douglas C-47A;4;4;The cargo plane crashed while en route after losing an engine and attempting an emergency landing.;23,8312377;91,2823821;;;28,6;23,3;3;5,4;59;1006,2;"Rain; Mostly Cloudy"
1952-11-04;12:20:00;North of San Juan, Puerto Rico;Pan American World Airways;San Juan ;San Juan - New York City;Douglas DC-4;69;52;After taking off from Isle Grande Airport the crew had engine problems.The aircraft then crashed into the AtlantiOcean. The ditching took place in turbulent seas. The tail broke off on impact and the aircraft stayed afloat for only 3 minutes and sank.  The company's inadequate maintenance in not changing the No. 3 engine which resulted in its failure immediately subsequent to takeoff and the persistent action of the captain in attempting to re-establish a climb, without using all available power, following the critical loss of power to another engine. This resulted in a nose-high attitude, progressive loss of air speed and the settling of the aircraft at too low an altitude to effect recovery. The aircraft was named Clipper Endeavor.;18,465299;-66,116666;18,465299;-66,116666;29;23,2;7,3;17,6;45;1006,5;"Rain; Partly Cloudy"
1952-04-18;03:34:00;Near Whittier, California;North Continental Airlines (Robin Airlines);Kansas City, MO ;Kansas City, MO - Phoenix - Burbank;Curtiss C-46F-1CU;29;29;The plane was on a flight from New York City to Burbank, California. Due to poor visibility and fog, the flight was diverted to Los Angeles Airport for an ILS approach. While on approach, the plane crashed into the Puente Hills and burned. The pilot voluntarily descended below the minimum altitude for which he was cleared and attempted an approach at too low an altitude to clear the terrain. The pilot in command was flying with a restricted medical certificate. An emergency suspension was placed on the airline and it was discovered the airline had allegations of more than 40 violations listed against it including charges of overweight planes, excessive flying time for crews and failure to use approved seats and safety belts.;33,9749136;-118,0338664;39,100105;-94,5781416;24,5;12;0;13,2;34;1001,9;Partly Cloudy
1953-12-15;;Aviateca;Aviateca;Brownsville, TX ;Brownsville, TX - Guatemala City;Curtiss C-46D;2;2;The cargo plane flew into a mountain at 8,000 ft.;;;25,9024289;-97,4981698;;;;;;;Unknown
1952-04-29;04:40:00;Near Carolina, Brazil;Pan American World Airways;Rio de Janeiro ;Rio de Janeiro - New York City;Boeing 377-10-26 Stratocruiser;50;50;The flight crashed into the jungle about 887 nm NNW of Rio de Janerio. Separation of the propeller blade leading to separation of the No. 2 engine due to highly unbalance forces, leading to the distintegration of the aircraft. The aircraft was named 'Clipper Good Hope.';-7,3313437;-47,4738762;-22,9110137;-43,2093727;29;22;4,6;7;56;994,2;"Rain; Mostly Cloudy"
1952-04-30;;Delhi,  India;Deccan Airways;Madras ;Madras - Delhi;Douglas DC-3;9;9;Lost an engine while on approach and crashed. Fuel starvation caused when the plane banked to make a turn and the tank being used had very little fuel in it.;28,6328027;77,2197713;13,0836939;80,270186;38,8;22,1;0;18,2;21;976,6;Partly Cloudy
1952-05-05;;Near Skien, Norway;Fred Olsen Flyveselskap;Amsterdam, Netherlands ;Amsterdam, Netherlands - Jarsberg, Norway;Douglas C-47A;29;11;Crashed on a mountain slope while en route. There were mainly whaling crews aboard, returning from the antarctic. Crew navigational error.;59,2662883;9,5311354;52,3730796;4,8924534;9,3;6,4;29,8;30;100;994,7;"Heavy Rain; Windy; Overcast"
1952-09-05;;Ipoh, Malaysia;Garuda Indonesia Airlines;;;Douglas DC-3;17;17;Crashed shortly after taking off.;4,5986817;101,0900236;;;29,7;21,3;1,8;15,3;73;1003,1;"Rain; Mostly Cloudy"
1952-05-13;;Sao Paulo, Brazil;VASP;Sao Paulo ;Sao Paulo - Bauru;Douglas DC-3;22;5;Crashed while attempting to make an emergency landing after experiencing an engine failure. Failure of the port engine due to accessory drive failure. Failure of the starboard engine due to seizure as a result of deficient maintenance. Error on the part of the crew in lowering the landing gear in emergency conditions.;-23,5506507;-46,6333824;-23,5506507;-46,6333824;24,9;14,6;0;19,2;56;929,8;Mostly Cloudy
1952-05-24;;Near Manaus, Brazil;Loide Aéreo Nacional;;;Curtiss C-46A;6;6;The cargo plane lost an engine while taking off, stalled and crashed. Failure of maintenance staff to remove the flying control locks.  Failure of one engine for reason undetermined.;-3,1316333;-59,9825041;;;29,2;23,4;3,4;7,4;64;1005,6;"Rain; Mostly Cloudy"
1952-05-26;08:45:00;Near Atar, Mauritania;British Overseas Airways;Tripoli ;Tripoli - Kano;Handley Page HP-81 Hermes IV;18;1;The crew became lost in the desert, ran out of fuel and made a forced landing.  Survivors had to be led by a rescue team 15 miles to an oasis before they could be evacuated.  The co-pilot died 5 days later from head injuries suffered in the accident. Navagational errors by the crew. Improper adjustment of the parameters of the  gyroscopicompass CL2 Gyrosyn by the navigator.  Absence of radio assistance and incorrect use of the compasses. Captain's decision  to use the gyroscopicompass in the place of the magneticompass which was inoperative. The aircraft was named 'Horus.';20,5181943;-13,0543928;32,896672;13,1777923;35,1;22,2;0;20,1;54;986,5;Mostly Cloudy
1952-06-13;11:29:00;BaltiSea;Swedish Air Force;Radio surveillance mission;Radio surveillance mission;Douglas DC-3;8;8;Shot down by  a Mig-15 Russian Air Force fighter over the BaltiSea in international waters while on a radio surveillance mission. Wreckage found 06/17/2003, recovered 03/19/2004.;;;26,2159066;-98,3252932;;;;;;;Unknown
1952-06-24;;Lakenheath AFB, England;Military - U.S. Air Force;;;Boeing B-50;11;11;Crashed and burned between two farms.;52,5310214;-1,2649062;;;22,1;8,5;0;16,2;76;1012,2;Mostly Cloudy
1952-06-25;;Off Northumberland, North Sea;Military - Royal Air Force;;;Avro Shackleton MR-1;13;11;Crashed into the North Sea near Holy Island while participating in North AtlantiTreaty maneuvers;55,1811382;-1,5199575;;;17,8;11,3;0,8;27,1;88;1014,4;"Rain; Overcast"
1952-07-27;11:46:00;Off Rio de Janeiro, Brazil;Pan American World Airways;Rio de Janeiro ;Rio de Janeiro - Buenos Aires;Boeing 377 Stratocruiser;27;1;A woman was suck out of the plane . The flight engineer's failure to recognize an unsafe condition of the cabin door despite three completely separate warnings of that condition and the captain's action in continuing flight while pressurized despite the several warnings that the main cabin door was not properly locked.;-22,9110137;-43,2093727;-22,9110137;-43,2093727;22,6;17,5;2,3;20,2;85;1024,7;"Rain; Overcast"
1952-12-08;;Palmeira de Goias, Brazil;Transportes Areos Nacionales;Rio Verde ;Rio Verde - Goiania;Douglas DC-3;24;24;Exploded in midair. A bomb exploded aboard.;-18,5994673;-50,4364186;-17,7921255;-50,9191219;28,3;23,1;7,4;8,6;98;963,7;"Rain; Overcast"
